STEP,IT,ERRE,ERRS,SVM,AVG_NR_IT
8,38,9.9318E-10,1.3414E-03,3.6100E-01,5.4004E-01
8,39,9.0262E-10,1.1948E-03,3.5956E-01,5.4004E-01
8,40,8.0282E-10,1.0834E-03,3.5783E-01,5.4004E-01
8,41,7.1443E-10,1.0040E-03,3.5600E-01,5.4004E-01
8,42,6.5147E-10,9.5674E-04,3.5419E-01,5.4004E-01
8,43,6.0573E-10,8.8754E-04,3.5243E-01,5.4004E-01
8,44,5.7061E-10,7.9980E-04,3.5070E-01,5.4004E-01
8,45,5.4123E-10,7.3695E-04,3.4905E-01,5.4004E-01
8,46,5.1025E-10,6.9887E-04,3.4750E-01,5.4004E-01
8,47,4.7813E-10,6.7247E-04,3.4609E-01,5.4004E-01
8,48,4.5087E-10,6.5609E-04,3.4482E-01,5.4004E-01
8,49,4.2979E-10,6.3588E-04,3.4362E-01,5.4004E-01
8,50,4.1320E-10,6.0271E-04,3.4244E-01,5.4004E-01
9,1,3.3494E-06,1.6923E+00,1.0293E+00,5.4004E-01
9,2,1.0952E-06,3.2172E-01,1.4168E+00,5.4004E-01
9,3,2.5818E-07,2.1315E-01,1.4924E+00,5.4004E-01
9,4,5.0391E-07,3.9165E-01,1.3269E+00,5.4004E-01
9,5,8.4968E-07,4.0887E-01,1.0350E+00,5.4004E-01
9,6,8.8005E-07,4.7986E-01,7.2932E-01,5.4004E-01
9,7,6.5543E-07,7.3259E-01,4.8658E-01,5.4004E-01
9,8,3.7716E-07,7.6046E-01,3.3726E-01,5.4004E-01
9,9,2.1713E-07,4.9458E-01,2.8112E-01,5.4004E-01
9,10,1.8925E-07,3.5633E-01,2.9872E-01,5.4004E-01
9,11,1.9474E-07,2.8825E-01,3.5274E-01,5.4004E-01
9,12,1.7316E-07,2.2352E-01,4.1283E-01,5.4004E-01
9,13,1.3299E-07,1.8055E-01,4.6498E-01,5.4004E-01
9,14,9.4765E-08,1.2567E-01,5.0355E-01,5.4004E-01
9,15,6.7455E-08,7.5443E-02,5.2491E-01,5.4004E-01
9,16,5.2274E-08,6.2393E-02,5.2689E-01,5.4004E-01
9,17,4.4868E-08,6.3659E-02,5.1103E-01,5.4004E-01
9,18,3.9493E-08,5.3244E-02,4.8337E-01,5.4004E-01
9,19,3.2894E-08,4.0715E-02,4.5282E-01,5.4004E-01
9,20,2.5072E-08,3.3998E-02,4.2772E-01,5.4004E-01
9,21,1.8441E-08,2.7460E-02,4.1285E-01,5.4004E-01
9,22,1.4578E-08,2.1899E-02,4.0834E-01,5.4004E-01
9,23,1.2344E-08,1.8776E-02,4.1078E-01,5.4004E-01
9,24,1.0280E-08,1.5123E-02,4.1564E-01,5.4004E-01
9,25,8.3497E-09,1.1473E-02,4.1953E-01,5.4004E-01
9,26,6.7821E-09,9.3360E-03,4.2106E-01,5.4004E-01
9,27,5.4530E-09,7.7389E-03,4.2029E-01,5.4004E-01
9,28,4.3569E-09,6.3754E-03,4.1780E-01,5.4004E-01
9,29,3.5435E-09,5.5473E-03,4.1408E-01,5.4004E-01
9,30,2.9331E-09,4.6238E-03,4.0946E-01,5.4004E-01
9,31,2.4665E-09,3.5211E-03,4.0440E-01,5.4004E-01
9,32,2.1048E-09,2.8449E-03,3.9954E-01,5.4004E-01
9,33,1.7832E-09,2.5196E-03,3.9557E-01,5.4004E-01
9,34,1.4960E-09,2.2192E-03,3.9290E-01,5.4004E-01
9,35,1.2714E-09,1.9847E-03,3.9142E-01,5.4004E-01
9,36,1.1010E-09,1.7776E-03,3.9065E-01,5.4004E-01
9,37,9.7434E-10,1.5037E-03,3.8994E-01,5.4004E-01
9,38,8.8625E-10,1.2698E-03,3.8891E-01,5.4004E-01
9,39,8.0701E-10,1.1328E-03,3.8744E-01,5.4004E-01
9,40,7.1943E-10,1.0295E-03,3.8567E-01,5.4004E-01
9,41,6.4171E-10,9.5646E-04,3.8381E-01,5.4004E-01
9,42,5.8634E-10,9.1293E-04,3.8197E-01,5.4004E-01
9,43,5.4621E-10,8.4837E-04,3.8017E-01,5.4004E-01
9,44,5.1548E-10,7.6620E-04,3.7842E-01,5.4004E-01
9,45,4.8977E-10,7.0720E-04,3.7673E-01,5.4004E-01
9,46,4.6255E-10,6.7163E-04,3.7515E-01,5.4004E-01
9,47,4.3424E-10,6.4731E-04,3.7371E-01,5.4004E-01
9,48,4.1018E-10,6.3232E-04,3.7241E-01,5.4004E-01
9,49,3.9159E-10,6.1351E-04,3.7118E-01,5.4004E-01
9,50,3.7701E-10,5.8238E-04,3.6996E-01,5.4004E-01
10,1,2.9781E-06,1.6481E+00,1.0568E+00,5.4004E-01
10,2,9.7372E-07,3.1552E-01,1.4443E+00,5.4004E-01
10,3,2.2943E-07,2.0923E-01,1.5198E+00,5.4004E-01
10,4,4.4798E-07,3.8366E-01,1.3543E+00,5.4004E-01
10,5,7.5548E-07,3.9830E-01,1.0623E+00,5.4004E-01
10,6,7.8251E-07,4.6262E-01,7.5638E-01,5.4004E-01
10,7,5.8278E-07,6.9424E-01,5.1339E-01,5.4004E-01
10,8,3.3534E-07,7.0423E-01,3.6415E-01,5.4004E-01
10,9,1.9305E-07,4.5087E-01,3.0835E-01,5.4004E-01
10,10,1.6826E-07,3.2675E-01,3.2574E-01,5.4004E-01
10,11,1.7316E-07,2.6791E-01,3.7950E-01,5.4004E-01
10,12,1.5398E-07,2.0987E-01,4.3965E-01,5.4004E-01
10,13,1.1826E-07,1.7065E-01,4.9196E-01,5.4004E-01
10,14,8.4269E-08,1.1927E-01,5.3061E-01,5.4004E-01
10,15,5.9985E-08,7.1764E-02,5.5196E-01,5.4004E-01
10,16,4.6488E-08,5.9371E-02,5.5389E-01,5.4004E-01
10,17,3.9906E-08,6.0486E-02,5.3796E-01,5.4004E-01
10,18,3.5130E-08,5.0447E-02,5.1027E-01,5.4004E-01
10,19,2.9263E-08,3.8443E-02,4.7969E-01,5.4004E-01
10,20,2.2308E-08,3.2001E-02,4.5458E-01,5.4004E-01
10,21,1.6410E-08,2.5802E-02,4.3970E-01,5.4004E-01
10,22,1.2975E-08,2.0573E-02,4.3518E-01,5.4004E-01
10,23,1.0989E-08,1.7649E-02,4.3760E-01,5.4004E-01
10,24,9.1548E-09,1.4228E-02,4.4243E-01,5.4004E-01
10,25,7.4389E-09,1.0803E-02,4.4630E-01,5.4004E-01
10,26,6.0450E-09,8.7961E-03,4.4779E-01,5.4004E-01
10,27,4.8625E-09,7.2969E-03,4.4699E-01,5.4004E-01
10,28,3.8871E-09,6.0164E-03,4.4447E-01,5.4004E-01
10,29,3.1635E-09,5.2367E-03,4.4072E-01,5.4004E-01
10,30,2.6211E-09,4.3651E-03,4.3608E-01,5.4004E-01
10,31,2.2068E-09,3.3250E-03,4.3098E-01,5.4004E-01
10,32,1.8855E-09,2.6870E-03,4.2609E-01,5.4004E-01
10,33,1.5995E-09,2.3809E-03,4.2210E-01,5.4004E-01
10,34,1.3437E-09,2.1003E-03,4.1940E-01,5.4004E-01
10,35,1.1435E-09,1.8817E-03,4.1790E-01,5.4004E-01
10,36,9.9188E-10,1.6877E-03,4.1709E-01,5.4004E-01
10,37,8.7941E-10,1.4301E-03,4.1636E-01,5.4004E-01
10,38,8.0128E-10,1.2097E-03,4.1529E-01,5.4004E-01
10,39,7.3086E-10,1.0806E-03,4.1379E-01,5.4004E-01
10,40,6.5283E-10,9.8392E-04,4.1200E-01,5.4004E-01
10,41,5.8346E-10,9.1607E-04,4.1011E-01,5.4004E-01
10,42,5.3402E-10,8.7559E-04,4.0824E-01,5.4004E-01
10,43,4.9828E-10,8.1489E-04,4.0642E-01,5.4004E-01
10,44,4.7098E-10,7.3734E-04,4.0464E-01,5.4004E-01
10,45,4.4813E-10,6.8155E-04,4.0292E-01,5.4004E-01
10,46,4.2386E-10,6.4807E-04,4.0131E-01,5.4004E-01
10,47,3.9854E-10,6.2544E-04,3.9985E-01,5.4004E-01
10,48,3.7700E-10,6.1159E-04,3.9852E-01,5.4004E-01
10,49,3.6037E-10,5.9394E-04,3.9726E-01,5.4004E-01
10,50,3.4737E-10,5.6453E-04,3.9601E-01,5.4004E-01
